Name,Event,Description,Current Type,Current Nurturing,Date
Jackson Kreisler,Apply to Join Meeting,,Lead,Opportunity,31/12/2020 07:43
Lawrence Kennedy,Platform Account Created,,Lead,Confirmed Meeting Attendee,31/12/2020 13:07
Lawrence Kennedy,Lead Created,;2020-12-31T13:07:34.000Z,Lead,Confirmed Meeting Attendee,31/12/2020 13:07
Lawrence Kennedy,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2020-12-31T13:07:36.000Z,Lead,Confirmed Meeting Attendee,31/12/2020 13:07
Lawrence Kennedy,Apply to Join Meeting,,Lead,Confirmed Meeting Attendee,31/12/2020 13:14
Raul Bryan,Platform Account Created,,Lead,Not an opportunity,31/12/2020 16:01
Raul Bryan,Lead Created,;2020-12-31T16:01:37.000Z,Lead,Not an opportunity,31/12/2020 16:01
Raul Bryan,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2020-12-31T16:01:41.000Z,Lead,Not an opportunity,31/12/2020 16:01
Raul Bryan,Apply to Join Meeting,,Lead,Not an opportunity,31/12/2020 16:07
Jesse Drennon,Lead Created,Sales Inquiry Form;2020-12-31T16:14:21.000Z,Not a lead,Not an opportunity,31/12/2020 16:14
Jesse Drennon,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2020-12-31T16:14:23.000Z,Not a lead,Not an opportunity,31/12/2020 16:14
Rodolfo Calvello,Lead Created,;2021-01-01T13:25:08.000Z,Not a lead,Not an opportunity,01/01/2021 13:25
Rodolfo Calvello,Platform Account Created,,Not a lead,Not an opportunity,01/01/2021 13:25
Rodolfo Calvello,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-01T13:25:11.000Z,Not a lead,Not an opportunity,01/01/2021 13:25
John Leno,Deal Closed,,Paying Member,Opportunity,03/01/2021 13:48
Evon Mildon,Lead Created,;2021-01-03T19:07:37.000Z,Paying Member,Opportunity,03/01/2021 19:07
Evon Mildon,Platform Account Created,,Paying Member,Opportunity,03/01/2021 19:07
Evon Mildon,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-03T19:07:41.000Z,Paying Member,Opportunity,03/01/2021 19:07
Evon Mildon,Apply to Join Meeting,,Paying Member,Opportunity,03/01/2021 19:14
Heather Blue,Lead Created,;2021-01-04T09:37:49.000Z,,Attended Meeting,04/01/2021 09:38
John Leno,Lead Pipeline Update,"Status: Qualified - Nurturing: Opportunity, Call Scheduled;2021-01-04T10:20:19.000Z",Paying Member,Opportunity,04/01/2021 10:20
Kristen Martin,Platform Account Created,,Not a lead,Confirmed Meeting Attendee,04/01/2021 11:36
Norris Hoefer,Lead Created,;2021-01-04T11:43:47.000Z,,,04/01/2021 11:43
Norris Hoefer,Platform Account Created,,,,04/01/2021 11:43
Norris Hoefer,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-04T11:43:50.000Z,,,04/01/2021 11:43
Tracey Thomas,Deal Created,,Paying Member,,04/01/2021 13:22
Jeff Hall,Apply to Join Meeting,,Paying Member,,04/01/2021 13:41
John Keagle,Email,,Paying Member,,04/01/2021 14:30
John Keagle,Email,,Paying Member,,04/01/2021 14:32
John Keagle,Email,,Paying Member,,04/01/2021 14:34
Tracey Thomas,Deal Closed,,Paying Member,,04/01/2021 15:22
Kyle Kelly,Deal Closed,,Paying Member,,04/01/2021 15:34
Jeff Hall,Apply to Join Meeting,,Paying Member,,04/01/2021 15:35
Joe Chen,Email,,Lead,Engaged,04/01/2021 16:11
Laura Rodriquez,Platform Account Created,,,,04/01/2021 16:38
Laura Rodriquez,Lead Created,;2021-01-04T16:38:58.000Z,,,04/01/2021 16:39
Laura Rodriquez,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-04T16:38:59.000Z,,,04/01/2021 16:39
Robert Murphy,Apply to Join Meeting,,Paying Member,,04/01/2021 17:29
Robert Murphy,Apply to Join Meeting,,Paying Member,,04/01/2021 17:31
Frederick Hyden,Email,,,,04/01/2021 17:40
John Keagle,Email,,Paying Member,,05/01/2021 11:19
John Keagle,Email,,Paying Member,,05/01/2021 11:20
Andrea Kloke,Platform Account Created,,Not a lead,Not an opportunity,05/01/2021 15:38
Andrea Kloke,Lead Created,;2021-01-05T15:38:29.000Z,Not a lead,Not an opportunity,05/01/2021 15:38
Andrea Kloke,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-05T15:38:32.000Z,Not a lead,Not an opportunity,05/01/2021 15:38
Amanda Nelson,Lead Created,;2021-01-05T18:05:28.000Z,Lead,Not an opportunity,05/01/2021 18:05
Amanda Nelson,Platform Account Created,,Lead,Not an opportunity,05/01/2021 18:05
Amanda Nelson,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-05T18:05:30.000Z,Lead,Not an opportunity,05/01/2021 18:05
John Keagle,Deal Closed,,Paying Member,,05/01/2021 18:10
Amanda Nelson,Apply to Join Meeting,,Lead,Not an opportunity,05/01/2021 18:16
George Sullivan,Lead Created,;2021-01-05T20:44:05.000Z,Lead,Initial Engagement,05/01/2021 20:44
George Sullivan,Platform Account Created,,Lead,Initial Engagement,05/01/2021 20:44
George Sullivan,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-05T20:44:08.000Z,Lead,Initial Engagement,05/01/2021 20:44
Barbara Robson,Lead Pipeline Update,Status: Qualified - Nurturing: Initial Engagement;2021-01-06T10:36:02.000Z,Not a lead,Not an opportunity,06/01/2021 10:36
Omar Greco,Platform Account Created,,Not a lead,Not an opportunity,06/01/2021 10:40
Omar Greco,Lead Created,;2021-01-06T10:40:31.000Z,Not a lead,Not an opportunity,06/01/2021 10:40
Omar Greco,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-06T10:40:34.000Z,Not a lead,Not an opportunity,06/01/2021 10:40
Brian Melear,Platform Account Created,,,,06/01/2021 11:00
Brenda Torres,Platform Account Created,,Lead,Initial Engagement,06/01/2021 14:42
Brenda Torres,Lead Created,;2021-01-06T14:42:29.000Z,Lead,Initial Engagement,06/01/2021 14:42
Brenda Torres,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-06T14:42:33.000Z,Lead,Initial Engagement,06/01/2021 14:42
Clarence Young,Apply to Join Meeting,,,,06/01/2021 14:54
John Leno,Platform Account Created,,Paying Member,Opportunity,06/01/2021 14:55
George Leonard,Platform Account Created,,Lead,Confirmed Meeting Attendee,06/01/2021 15:26
George Leonard,Lead Created,;2021-01-06T15:26:01.000Z,Lead,Confirmed Meeting Attendee,06/01/2021 15:26
George Leonard,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-06T15:26:04.000Z,Lead,Confirmed Meeting Attendee,06/01/2021 15:26
George Leonard,Apply to Join Meeting,,Lead,Confirmed Meeting Attendee,06/01/2021 15:32
Eliseo Carlson,Deal Closed,,Paying Member,Attended Meeting,06/01/2021 15:54
Gary Williams,Platform Account Created,,Team,,06/01/2021 16:55
Gary Williams,Lead Created,;2021-01-06T16:55:47.000Z,Team,,06/01/2021 16:55
Gary Williams,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-06T16:55:50.000Z,Team,,06/01/2021 16:55
Joseph Henry,Lead Pipeline Update,Status:  - Nurturing: Call Scheduled;2021-01-06T16:58:40.000Z,,Attended Meeting,06/01/2021 16:58
Gregg Mcmullen,Lead Created,Sales Inquiry Form;2021-01-06T19:55:44.000Z,Lead,,06/01/2021 19:55
Gregg Mcmullen,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-06T19:55:46.000Z,Lead,,06/01/2021 19:55
Shirley Coots,Platform Account Created,,Lead,Engaged,06/01/2021 22:08
Shirley Coots,Lead Created,;2021-01-06T22:08:22.000Z,Lead,Engaged,06/01/2021 22:08
Shirley Coots,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-06T22:08:26.000Z,Lead,Engaged,06/01/2021 22:08
Shirley Coots,Apply to Join Meeting,,Lead,Engaged,06/01/2021 22:14
Bryan Welsh,Lead Pipeline Update,Status:  - Nurturing: Engaged;2021-01-07T08:36:23.000Z,Contributing  Member,Attended Meeting,07/01/2021 08:36
Joan Singleton,Apply to Join Meeting,,Lead,Confirmed Meeting Attendee,07/01/2021 08:40
Jackson Kreisler,Lead Pipeline Update,Status: Qualified - Nurturing: Awaiting Engagement;2021-01-07T10:35:52.000Z,Lead,Opportunity,07/01/2021 10:36
Jackson Kreisler,Lead Pipeline Update,Status: Disqualified - Nurturing: Awaiting Engagement;2021-01-07T10:36:55.000Z,Lead,Opportunity,07/01/2021 10:37
Jackson Kreisler,Lead Pipeline Update,Status: Qualified - Nurturing: Awaiting Engagement;2021-01-07T10:37:25.000Z,Lead,Opportunity,07/01/2021 10:37
Jackson Kreisler,Lead Pipeline Update,Status: Qualified - Nurturing: Initial Engagement;2021-01-07T10:38:48.000Z,Lead,Opportunity,07/01/2021 10:38
Ana Moore,Lead Pipeline Update,Status: Qualified - Nurturing: Initial Engagement;2021-01-07T11:34:37.000Z,Lead,Initial Engagement,07/01/2021 11:34
George Leonard,Lead Pipeline Update,Status: Qualified - Nurturing: Initial Engagement;2021-01-07T11:45:06.000Z,Lead,Confirmed Meeting Attendee,07/01/2021 11:45
Bryan Welsh,Email,,Contributing  Member,Attended Meeting,07/01/2021 11:45
Jessica Billingsley,Lead Pipeline Update,Status: Qualified - Nurturing: Initial Engagement;2021-01-07T12:18:58.000Z,Lead,Initial Engagement,07/01/2021 12:19
Lewis Griffin,Lead Pipeline Update,Status: Qualified - Nurturing: Awaiting Engagement;2021-01-07T12:28:43.000Z,Lead,Not an opportunity,07/01/2021 12:28
Lewis Griffin,Lead Pipeline Update,Status: Qualified - Nurturing: Initial Engagement;2021-01-07T12:28:55.000Z,Lead,Not an opportunity,07/01/2021 12:29
Roscoe Patrick,Lead Pipeline Update,Status:  - Nurturing: ;2021-01-07T15:38:35.000Z,Paying Member,,07/01/2021 15:38
Lucy Renner,Lead Pipeline Update,Status: Qualified - Nurturing: Call Scheduled;2021-01-07T15:39:55.000Z,Paying Member,Opportunity,07/01/2021 15:39
Lucy Renner,Lead Pipeline Update,Status: Qualified - Nurturing: Call completed;2021-01-07T15:40:05.000Z,Paying Member,Opportunity,07/01/2021 15:40
Lucy Renner,Lead Pipeline Update,Status: Qualified - Nurturing: Opportunity;2021-01-07T15:40:13.000Z,Paying Member,Opportunity,07/01/2021 15:40
Lucy Renner,Deal Created,,Paying Member,Opportunity,07/01/2021 15:40
Lucy Renner,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-07T15:40:19.000Z,Paying Member,Opportunity,07/01/2021 15:40
Lucy Renner,Deal Created,,Paying Member,Opportunity,07/01/2021 15:40
Lucy Renner,Lead Pipeline Update,Status: Qualified - Nurturing: Opportunity;2021-01-07T15:40:42.000Z,Paying Member,Opportunity,07/01/2021 15:40
Evelyn Best,Lead Created,;2021-01-07T15:50:08.000Z,Lead,Engaged,07/01/2021 15:50
Evelyn Best,Platform Account Created,,Lead,Engaged,07/01/2021 15:50
Evelyn Best,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-07T15:50:10.000Z,Lead,Engaged,07/01/2021 15:50
Michael Peloquin,Platform Account Created,,Lead,Not an opportunity,07/01/2021 16:02
Michael Peloquin,Lead Created,;2021-01-07T16:02:19.000Z,Lead,Not an opportunity,07/01/2021 16:02
Michael Peloquin,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-07T16:02:22.000Z,Lead,Not an opportunity,07/01/2021 16:02
Michael Peloquin,Apply to Join Meeting,,Lead,Not an opportunity,07/01/2021 16:09
Danielle Ohaver,Lead Pipeline Update,Status:  - Nurturing: ;2021-01-07T17:20:39.000Z,Team,,07/01/2021 17:20
Dana Bulmer,Lead Created,Register New Account;2021-01-07T17:26:13.000Z,,,07/01/2021 17:26
Dana Bulmer,Platform Account Created,,,,07/01/2021 17:26
Dana Bulmer,Lead Pipeline Update,Status: Qualified - Nurturing: Awaiting Engagement;2021-01-07T17:26:16.000Z,,,07/01/2021 17:26
Ryan Juul,Lead Created,;2021-01-07T17:25:26.000Z,,,07/01/2021 17:26
Keith Bentley,Email,,,,07/01/2021 17:28
Keith Bentley,Email,,,,07/01/2021 17:28
James Adams,Lead Created,;2021-01-07T17:33:38.000Z,,,07/01/2021 17:34
Eileen Bahr,Email,,,,07/01/2021 17:36
Don Gutirrez,Lead Created,;2021-01-07T17:39:24.000Z,,,07/01/2021 17:39
Frederick Hyden,Email,,,,07/01/2021 17:43
Lucy Renner,Email,,Paying Member,Opportunity,07/01/2021 17:43
Lucy Renner,Email,,Paying Member,Opportunity,07/01/2021 17:43
Lucy Renner,Email,,Paying Member,Opportunity,07/01/2021 17:43
Lucy Renner,Email,,Paying Member,Opportunity,07/01/2021 17:45
Lucy Renner,Email,,Paying Member,Opportunity,07/01/2021 17:47
Lucy Renner,Email,,Paying Member,Opportunity,07/01/2021 17:49
Lucy Renner,Email,,Paying Member,Opportunity,07/01/2021 17:51
Lucy Renner,Email,,Paying Member,Opportunity,07/01/2021 17:55
Lucy Renner,Email,,Paying Member,Opportunity,07/01/2021 17:57
Lucy Renner,Email,,Paying Member,Opportunity,07/01/2021 17:58
Lucy Renner,Email,,Paying Member,Opportunity,07/01/2021 18:01
Lucy Renner,Email,,Paying Member,Opportunity,07/01/2021 18:03
Claire Hagedorn,Lead Created,;2021-01-07T19:36:14.000Z,Lead,Initial Engagement,07/01/2021 19:36
Claire Hagedorn,Platform Account Created,,Lead,Initial Engagement,07/01/2021 19:36
Claire Hagedorn,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-07T19:36:17.000Z,Lead,Initial Engagement,07/01/2021 19:36
Paul Michael,Lead Created,;2021-01-07T20:51:33.000Z,Lead,Confirmed Meeting Attendee,07/01/2021 20:51
Paul Michael,Platform Account Created,,Lead,Confirmed Meeting Attendee,07/01/2021 20:51
Paul Michael,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-07T20:51:36.000Z,Lead,Confirmed Meeting Attendee,07/01/2021 20:51
Sommer Anding,Attended Meeting,,Contributing  Member,Attended Meeting,08/01/2021 00:02
Mary Marks,Attended Meeting,,Paying Member,Attended Meeting,08/01/2021 00:02
John Leno,Attended Meeting,,Paying Member,Opportunity,08/01/2021 00:02
Grady Bardon,Attended Meeting,,Lead,Confirmed Meeting Attendee,08/01/2021 00:02
Bernice Fernandez,Attended Meeting,,Lead,Opportunity,08/01/2021 00:02
Jane Wadas,Attended Meeting,,Contributing  Member,Attended Meeting,08/01/2021 00:02
Katharine Guffey,Attended Meeting,,Paying Member,Attended Meeting,08/01/2021 00:02
Christina Yarberry,Platform Account Created,,,Attended Meeting,08/01/2021 08:32
Christina Yarberry,Platform Account Created,,Lead,Engaged,08/01/2021 08:37
Christina Yarberry,Lead Created,;2021-01-08T08:37:14.000Z,Lead,Engaged,08/01/2021 08:37
Christina Yarberry,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-08T08:37:16.000Z,Lead,Engaged,08/01/2021 08:37
Christina Yarberry,Apply to Join Meeting,,Lead,Engaged,08/01/2021 08:38
Katharine Guffey,Deal Updated,,Paying Member,Attended Meeting,08/01/2021 09:36
Lillian Perkins,Deal Closed,,Lead,Not an opportunity,08/01/2021 09:37
Lawrence Kennedy,Lead Pipeline Update,Status: Qualified - Nurturing: Awaiting Engagement;2021-01-08T09:42:14.000Z,Lead,Confirmed Meeting Attendee,08/01/2021 09:42
Lawrence Kennedy,Call,,Lead,Confirmed Meeting Attendee,08/01/2021 09:45
Richard Plumley,Deal Created,,Paying Member,,08/01/2021 10:50
Richard Plumley,Lead Pipeline Update,Status:  - Nurturing: Opportunity;2021-01-08T10:50:10.000Z,Paying Member,,08/01/2021 10:50
Richard Plumley,Deal Updated,,Paying Member,,08/01/2021 10:51
Danielle Ohaver,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-08T11:03:49.000Z,Team,,08/01/2021 11:03
Clarence Young,Lead Pipeline Update,Status: Qualified - Nurturing: Awaiting Engagement;2021-01-08T11:17:11.000Z,,,08/01/2021 11:17
Roscoe Patrick,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-08T11:28:26.000Z,Paying Member,,08/01/2021 11:28
Earnestine Roza,Lead Pipeline Update,Status: Disqualified - Nurturing: Awaiting Engagement;2021-01-08T11:53:23.000Z,Lead,Opportunity,08/01/2021 11:53
Earnestine Roza,Lead Pipeline Update,Status: Qualified - Nurturing: Awaiting Engagement;2021-01-08T11:54:35.000Z,Lead,Opportunity,08/01/2021 11:54
Rodney Lemieux,Platform Account Created,,Lead,Not an opportunity,08/01/2021 12:18
Rodney Lemieux,Lead Created,;2021-01-08T12:18:29.000Z,Lead,Not an opportunity,08/01/2021 12:18
Rodney Lemieux,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-08T12:18:31.000Z,Lead,Not an opportunity,08/01/2021 12:18
Rodney Lemieux,Apply to Join Meeting,,Lead,Not an opportunity,08/01/2021 12:24
Stephen Davenport,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-08T12:27:19.000Z,Lead,Attended Meeting,08/01/2021 12:27
Stephen Davenport,Lead Pipeline Update,Status: Qualified - Nurturing: Call completed;2021-01-08T12:27:39.000Z,Lead,Attended Meeting,08/01/2021 12:27
Lucy Renner,Deal Updated,,Paying Member,Opportunity,08/01/2021 12:29
Frederick Hyden,Email,,,,08/01/2021 12:49
Doris Tweedie,Platform Account Created,,Lead,Initial Engagement,08/01/2021 13:09
Doris Tweedie,Lead Created,;2021-01-08T13:09:21.000Z,Lead,Initial Engagement,08/01/2021 13:09
Doris Tweedie,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-08T13:09:28.000Z,Lead,Initial Engagement,08/01/2021 13:09
Essie Yates,Platform Account Created,,Lead,Opportunity,08/01/2021 13:10
Essie Yates,Lead Created,;2021-01-08T13:10:20.000Z,Lead,Opportunity,08/01/2021 13:10
Essie Yates,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-08T13:10:24.000Z,Lead,Opportunity,08/01/2021 13:10
Clara Maedche,Lead Pipeline Update,Status: Disqualified - Nurturing: Awaiting Engagement;2021-01-08T13:15:10.000Z,Contributing  Member,Not an opportunity,08/01/2021 13:15
Doris Tweedie,Apply to Join Meeting,,Lead,Initial Engagement,08/01/2021 13:16
Essie Yates,Apply to Join Meeting,,Lead,Opportunity,08/01/2021 13:16
Latasha Lapointe,Lead Pipeline Update,Status: Qualified - Nurturing: Awaiting Engagement;2021-01-08T13:22:03.000Z,Lead,Confirmed Meeting Attendee,08/01/2021 13:22
Christopher Bartley,Lead Pipeline Update,Status: Qualified - Nurturing: Awaiting Engagement;2021-01-08T13:27:13.000Z,Lead,Not an opportunity,08/01/2021 13:27
Glenn Watson,Lead Pipeline Update,Status:  - Nurturing: Attended Meeting;2021-01-08T13:48:14.000Z,Contributing  Member,Attended Meeting,08/01/2021 13:48
Ira Kannenberg,Lead Pipeline Update,Status: Qualified - Nurturing: Awaiting Engagement;2021-01-08T14:14:01.000Z,Lead,Opportunity,08/01/2021 14:14
Adeline Stephens,Lead Pipeline Update,Status: Qualified - Nurturing: Awaiting Engagement;2021-01-08T14:20:49.000Z,Lead,Initial Engagement,08/01/2021 14:20
Shan Farnsworth,Lead Pipeline Update,Status: Qualified - Nurturing: Awaiting Engagement;2021-01-08T14:29:18.000Z,Lead,Initial Engagement,08/01/2021 14:29
Meredith Zymowski,Lead Pipeline Update,Status: Disqualified - Nurturing: Awaiting Engagement;2021-01-08T14:52:19.000Z,Lead,Not an opportunity,08/01/2021 14:52
Raul Bryan,Lead Pipeline Update,Status: Qualified - Nurturing: Awaiting Engagement;2021-01-08T14:56:38.000Z,Lead,Not an opportunity,08/01/2021 14:56
Michael Mctiernan,Apply to Join Meeting,,Lead,Confirmed Meeting Attendee,08/01/2021 14:58
Evelyn Best,Apply to Join Meeting,,Lead,Engaged,08/01/2021 14:58
Evon Mildon,Lead Pipeline Update,Status: Disqualified - Nurturing: Awaiting Engagement;2021-01-08T15:13:31.000Z,Paying Member,Opportunity,08/01/2021 15:13
Vincent Gray,Platform Account Created,,Paying Member,,08/01/2021 15:15
Vincent Gray,Apply to Join Meeting,,Paying Member,,08/01/2021 15:20
Amanda Nelson,Lead Pipeline Update,Status: Qualified - Nurturing: Awaiting Engagement;2021-01-08T15:20:55.000Z,Lead,Not an opportunity,08/01/2021 15:21
Amy Schulte,Apply to Join Meeting,,Paying Member,Attended Meeting,08/01/2021 15:40
Jason Haynes,Platform Account Created,,Lead,Opportunity,08/01/2021 15:44
Jason Haynes,Lead Created,;2021-01-08T15:44:48.000Z,Lead,Opportunity,08/01/2021 15:44
Jason Haynes,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-08T15:44:50.000Z,Lead,Opportunity,08/01/2021 15:45
Shirley Coots,Lead Pipeline Update,Status: Disqualified - Nurturing: Awaiting Engagement;2021-01-08T15:47:35.000Z,Lead,Engaged,08/01/2021 15:47
Jason Haynes,Apply to Join Meeting,,Lead,Opportunity,08/01/2021 15:50
Evelyn Best,Lead Pipeline Update,Status: Disqualified - Nurturing: Awaiting Engagement;2021-01-08T15:50:54.000Z,Lead,Engaged,08/01/2021 15:51
Michael Peloquin,Lead Pipeline Update,Status: Disqualified - Nurturing: Awaiting Engagement;2021-01-08T15:56:16.000Z,Lead,Not an opportunity,08/01/2021 15:56
Rodney Lemieux,Lead Pipeline Update,Status: Qualified - Nurturing: Awaiting Engagement;2021-01-08T16:01:57.000Z,Lead,Not an opportunity,08/01/2021 16:02
